ID,Genus,Gender,Species,State,County,Refuge,Division,Sample Site,Habitat,Collector,Month
1,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
2,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,BB,Field,W. Watkins,Jun
3,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,BB,Field,W. Watkins,Jun
4,Agapostemon,Female,sericeus,Missouri,Ray,Big Muddy,NA,BB,Field,NA,Jun
5,Agapostemon,Male,sericeus,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Aug
6,Agapostemon,Female,sericeus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
7,Agapostemon,Female,sericeus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
8,Agapostemon,Female,sericeus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
9,Agapostemon,Female,sericeus,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
10,Agapostemon,Male,sericeus,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Aug
11,Agapostemon,Male,sericeus,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Aug
12,Agapostemon,Male,sericeus,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Aug
13,Agapostemon,Male,sericeus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
14,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
15,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
16,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
17,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
18,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
19,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
20,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
21,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
22,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
23,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
24,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
25,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
26,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
27,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
28,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
29,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
30,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
31,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
32,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
33,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
34,Agapostemon,Female,sericeus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
35,Agapostemon,Female,splendens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
36,Agapostemon,Female,splendens,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Aug
37,Agapostemon,Female,splendens,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
38,Agapostemon,Female,splendens,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
39,Agapostemon,Female,splendens,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
40,Agapostemon,Female,splendens,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
41,Agapostemon,Female,splendens,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
42,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
43,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
44,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
45,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
46,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
47,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
48,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
49,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
50,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
51,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
52,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
53,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
54,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
55,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
56,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
57,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
58,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
59,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,Jackass Bend,Field,W. Watkins,May
60,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
61,Agapostemon,Female,texanus,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
62,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,NA,Forest,W. Watkins,May
63,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Sept
64,Agapostemon,Female,texanus,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Sept
65,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
66,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
67,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
68,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Aug
69,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Aug
70,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
71,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
72,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
73,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
74,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
75,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
76,Agapostemon,Male,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Aug
77,Agapostemon,Male,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Aug
78,Agapostemon,Male,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Aug
79,Agapostemon,Male,virescens,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Aug
80,Agapostemon,Male,virescens,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Aug
81,Agapostemon,Female,virescens,Missouri,Lafayette,Big Muddy,NA,NA,Forest,W. Watkins,Jun
82,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Forest,W. Watkins,Jun
83,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Forest,W. Watkins,Jun
84,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
85,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
86,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
87,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
88,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
89,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
90,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
91,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
92,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
93,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
94,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Forest,W. Watkins,Jun
95,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
96,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
97,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
98,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
99,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
100,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
101,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
102,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
103,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
104,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
105,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
106,Agapostemon,Female,virescens,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
107,Agapostemon,Female,virescens,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
108,Agapostemon,Female,virescens,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
109,Agapostemon,Female,virescens,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
110,Agapostemon,Female,virescens,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
111,Agapostemon,Female,virescens,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
112,Andrena,Female,barbilabris,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
113,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,BB,Forest,W. Watkins,Jun
114,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,BB,Forest,W. Watkins,Jun
115,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
116,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
117,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
118,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
119,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
120,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
121,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,NA,Forest,NA,May
122,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,NA,Field,NA,Jun
123,Andrena,Female,cressonii,Missouri,Ray,Big Muddy,NA,NA,Field,NA,Jun
124,Andrena,Female,cressonii,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,May
125,Andrena,Female,cressonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
126,Andrena,Female,erigeniae,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,May
127,Andrena,Female,erigeniae,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
128,Andrena,Female,helianthi,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
129,Andrena,Female,hippotes,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
130,Andrena,Female,imitatrix,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
131,Andrena,Female,imitatrix,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,May
132,Andrena,Female,imitatrix,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,May
133,Andrena,Female,miserabilis,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
134,Andrena,Female,miserabilis,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
135,Andrena,Female,miserabilis,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
136,Andrena,Female,miserabilis,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
137,Andrena,Female,miserabilis,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,May
138,Andrena,Female,nasonii,Missouri,Ray,Big Muddy,NA,BB,Forest,NA,Jun
139,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
140,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
141,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
142,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
143,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
144,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
145,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
146,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
147,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
148,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
149,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
150,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
151,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
152,Andrena,Female,nasonii,Missouri,Ray,Big Muddy,NA,NA,Forest,NA,May
153,Andrena,Female,nasonii,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,May
154,Andrena,Male,rudbeckia,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Aug
155,Andrena,Female,wilmattae,Missouri,Lafayette,Big Muddy,NA,BB,Field,W. Watkins,Jun
156,Andrena,Female,wilmattae,Missouri,Ray,Big Muddy,NA,BB,Forest,W. Watkins,Jun
157,Andrena,Female,wilmattae,Missouri,Ray,Big Muddy,NA,BB,Field,W. Watkins,Jun
158,Andrena,Female,wilmattae,Missouri,Ray,Big Muddy,NA,BB,Field,W. Watkins,Jun
159,Andrena,Female,wilmattae,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,Jun
160,Anthophora,Female,abrupta,Missouri,Ray,Big Muddy,NA,BB,Forest,W. Watkins,Jun
161,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,BB,Field,W. Watkins,Jun
162,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,BB,Field,W. Watkins,Jun
163,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,BB,Field,W. Watkins,Jun
164,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,BB,Field,W. Watkins,Jun
165,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
166,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
167,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
168,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
169,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
170,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
171,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
172,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
173,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,JAB,Field,W. Watkins,Jun
174,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
175,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Jul
176,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,JAB,Field,NA,Sept
177,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
178,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
179,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
180,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
181,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
182,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
183,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
184,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
185,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
186,Apis,Female,mellifera,Missouri,Ray,Big Muddy,NA,NA,Field,W. Watkins,Jun
187,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
188,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
189,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
190,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
191,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
192,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
193,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
194,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Forest,W. Watkins,May
195,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
196,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Field,W. Watkins,May
197,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
198,Apis,Female,mellifera,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
199,Ashmeadiella,Female,bucconis,Missouri,Ray,Big Muddy,NA,NA,Forest,W. Watkins,Jun
200,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Jun
201,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Jun
202,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Jun
203,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Jun
204,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
205,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
206,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
207,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
208,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
209,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
210,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
211,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
212,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
213,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
214,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
215,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
216,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
217,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
218,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
219,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Aug
220,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
221,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
222,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
223,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
224,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
225,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
226,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
227,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
228,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
229,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
230,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
231,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
232,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
233,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
234,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
235,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Aug
236,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
237,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,BB,Field,NA,Sept
238,Augochlora,Male,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
239,Augochlora,Male,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
240,Augochlora,Male,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
241,Augochlora,Male,pura,Missouri,Lafayette,Big Muddy,NA,BB,Forest,NA,Sept
242,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
243,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
244,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Aug
245,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Aug
246,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
247,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
248,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
249,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
250,Augochlora,Female,pura,Missouri,Ray,Big Muddy,NA,JAB,Forest,NA,Sept
251,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,May
252,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,May
253,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,May
254,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,May
255,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
256,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Forest,NA,Jul
257,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
258,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
259,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
260,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
261,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
262,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
263,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
264,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
265,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
266,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
267,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
268,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
269,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
270,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
271,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
272,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
273,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
274,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
275,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
276,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jun
277,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
278,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
279,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
280,Augochlora,Female,pura,Missouri,Lafayette,Big Muddy,NA,NA,Field,NA,Jul
