ID,Genus,Gender,Species,State,County,Refuge,Division,Sample Site,Habitat,Collector,Month
2766,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2767,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2768,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2769,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2770,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2771,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2772,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2773,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2774,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2775,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2776,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2777,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2778,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2779,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2780,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2781,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2782,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2783,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2784,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2785,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2786,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2787,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2788,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2789,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2790,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2791,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2792,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2793,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2794,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2795,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2796,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Leaf WPA,Native sand prairie,Native Sand Prairie,N. Palaia,Jun
2797,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2798,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2799,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2800,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2801,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2802,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2803,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2804,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2805,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2806,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2807,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2808,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2809,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2810,Agapostemon,Female,virescens,Minnesota,Meeker,Litchfield,NA,Soybean Field,Field,N. Palaia,Jul
2811,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Litchfield WPA,Warm season grasses,Warm Season Grasses,N. Palaia,Jun
2812,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Litchfield WPA,Warm season grasses,Warm Season Grasses,N. Palaia,Jun
2813,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Litchfield WPA,Warm season grasses,Warm Season Grasses,N. Palaia,Jun
2814,Agapostemon,Female,virescens,Minnesota,Kandiyohi,Litchfield,Litchfield WPA,Warm season grasses,Warm Season Grasses,N. Palaia,Jun
2815,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2816,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2817,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2818,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2819,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2820,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2821,Agapostemon,Female,virescens,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2822,Agapostemon,Female,virescens,Minnesota,Meeker,Litchfield,Casey Lake WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2823,Agapostemon,Female,virescens,Minnesota,Meeker,Litchfield,Casey Lake WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2824,Agapostemon,Female,virescens,Minnesota,Meeker,Litchfield,Casey Lake WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2825,Agapostemon,Female,virescens,Minnesota,Meeker,Litchfield,Casey Lake WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2826,Agapostemon,Female,virescens,Minnesota,Meeker,Litchfield,Casey Lake WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2827,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2828,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2829,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2830,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2831,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2832,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2833,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2834,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2835,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2836,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2837,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2838,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2839,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2840,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2841,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2842,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2843,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2844,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2845,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2846,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2847,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2848,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2849,Agapostemon,Female,virescens,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2850,Andrena,Female,carlini,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2851,Andrena,Female,carlini,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2852,Andrena,Female,carlini,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2853,Andrena,Female,carlini,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2854,Andrena,Female,cressonii,Minnesota,Wright,Litchfield,Cokato WPA,Brome/treeline,Brome,N. Palaia,Jun
2855,Andrena,Female,helianthiformis,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie,N. Palaia,Jul
2856,Andrena,Female,quintilus,Minnesota,Kandiyohi,Litchfield,Weber WPA,NA,Native Prairie,N. Palaia,Jul
2857,Andrena,Female,quintilus,Minnesota,Kandiyohi,Litchfield,Weber WPA,NA,Native Prairie,N. Palaia,Jul
2858,Andrena,Female,rudbeckiae,Minnesota,Kandiyohi,Litchfield,Weber WPA,NA,Restored Prairie,N. Palaia,Jul
2859,Andrena,Female,wilkella,Minnesota,Wright,Litchfield,Temperance WPA,NA,Restored Prairie,N. Palaia,Jul
2860,Andrena,Female,wilkella,Minnesota,Wright,Litchfield,Temperance WPA,NA,Restored Prairie,N. Palaia,Jul
2861,Andrena,Female,wilkella,Minnesota,Wright,Litchfield,Temperance WPA,NA,Restored Prairie,N. Palaia,Jul
2862,Andrena,Female,wilkella,Minnesota,Wright,Litchfield,Temperance WPA,NA,Restored Prairie,N. Palaia,Jul
2863,Andrena,Female,wilmattae,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2864,Andrena,Female,ziziae,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2865,Andrena,Female,ziziae,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2866,Andrena,Female,ziziae,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2867,Anthophora,Male,terminalis,Minnesota,Wright,Litchfield,Cokato WPA,Brome/treeline,Brome,N. Palaia,Jun
2868,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,Drawn-down wetland basin,Drawn-Down Wetland Basin,N. Palaia,Sept
2869,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,Drawn-down wetland basin,Drawn-Down Wetland Basin,N. Palaia,Sept
2870,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,Drawn-down wetland basin,Drawn-Down Wetland Basin,N. Palaia,Sept
2871,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,Drawn-down wetland basin,Drawn-Down Wetland Basin,N. Palaia,Sept
2872,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,Drawn-down wetland basin,Drawn-Down Wetland Basin,N. Palaia,Sept
2873,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Quinn WPA,Native prairie,Native Prairie,N. Palaia,Sept
2874,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Quinn WPA,Native prairie,Native Prairie,N. Palaia,Sept
2875,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Quinn WPA,Native prairie,Native Prairie,N. Palaia,Sept
2876,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Quinn WPA,Native prairie,Native Prairie,N. Palaia,Sept
2877,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Quinn WPA,Native prairie,Native Prairie,N. Palaia,Sept
2878,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Quinn WPA,Native prairie,Native Prairie,N. Palaia,Sept
2879,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Quinn WPA,Native prairie,Native Prairie,N. Palaia,Sept
2880,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Weber WPA,Native prairie,Native Prairie,N. Palaia,Jul
2881,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Weber WPA,Native prairie,Native Prairie,N. Palaia,Jul
2882,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Weber WPA,Native prairie,Native Prairie,N. Palaia,Jul
2883,Apis,Female,mellifera,Minnesota,Kandiyohi,Litchfield,Weber WPA,Native prairie,Native Prairie,N. Palaia,Jul
2884,Apis,Female,mellifera,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2885,Apis,Female,mellifera,Minnesota,Wright,Litchfield,Temperance WPA,Restored CSG,Restored Prairie,N. Palaia,Jul
2886,Apis,Female,mellifera,Minnesota,Meeker,Litchfield,Litchfield WPA,Warm season grass,Warm Season Grass,N. Palaia,Jun
2887,Apis,Female,mellifera,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2888,Apis,Female,mellifera,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2889,Apis,Female,mellifera,Minnesota,Wright,Litchfield,Temperance WPA,Wetland Edge,Wetland Edge,N. Palaia,Jul
2890,Apis,Female,mellifera,Minnesota,Wright,Litchfield,Goose Lake WPA,WSG planting,Wsg Planting,N. Palaia,Aug
2891,Apis,Female,mellifera,Minnesota,Renville,Litchfield,Teachers WPA,WSG planting,Wsg Planting,N. Palaia,Jul
2892,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2893,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2894,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2895,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2896,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2897,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2898,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2899,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2900,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2901,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2902,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2903,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2904,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2905,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2906,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2907,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2908,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2909,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2910,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2911,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2912,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Randall WPA,Leaf tract,Native Prairie (Sumac-Infested),N. Palaia,Jul
2913,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Brenner Lake WPA,NA,Native Prairie,N. Palaia,Aug
2914,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Brenner Lake WPA,NA,Native Prairie,N. Palaia,Aug
2915,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Brenner Lake WPA,NA,Native Prairie,N. Palaia,Aug
2916,Augochlorella,Male,aurata,Minnesota,Kandiyohi,Litchfield,Brenner Lake WPA,NA,Native Prairie,N. Palaia,Aug
2917,Augochlorella,Female,aurata,Minnesota,Meeker,Litchfield,Casey Lake WPA,NA,Wsg Planting,N. Palaia,Jul
2918,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2919,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2920,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2921,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2922,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2923,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2924,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2925,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2926,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2927,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2928,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2929,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2930,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2931,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2932,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2933,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2934,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Cokato WPA,NA,Brome,N. Palaia,Jun
2935,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2936,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2937,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2938,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2939,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2940,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2941,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2942,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2943,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2944,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2945,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Brome,N. Palaia,Jun
2946,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Ella Lake WPA,NA,Drawn-Down Wetland Basin,N. Palaia,Sept
2947,Augochlorella,Female,aurata,Minnesota,Wright,Litchfield,Goose Lake WPA,NA,Wsg Planting,N. Palaia,Aug
2948,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2949,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2950,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2951,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2952,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2953,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2954,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2955,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2956,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2957,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2958,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2959,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2960,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2961,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2962,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2963,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2964,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2965,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2966,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
2967,Augochlorella,Female,aurata,Minnesota,Kandiyohi,Litchfield,Leaf WPA,NA,Native Sand Prairie,N. Palaia,Jun
